temp,light,sound,CO2,class
0.173611,0.072727,0.005305,0.010811,no
0.826389,0.69697,0.124668,0.302703,yes
0.173611,0,0.002653,0.016216,no
0.347222,0,0.005305,0.010811,no
0.173611,0,0.002653,0.016216,no
0.083333,0.042424,0.005305,0.016216,no
0.694444,0.884848,0.050398,0.513514,yes
0.347222,0,0.005305,0.010811,no
0.347222,0,0.005305,0.005405,no
0.652778,0.084848,0.002653,0.389189,no
0.826389,0.715152,0.201592,0.291892,yes
0.347222,0.054545,0.005305,0.010811,no
0.347222,0.739394,0.055703,0.016216,yes
0.256944,0.721212,0.026525,0.016216,yes
0.347222,0,0.005305,0.027027,no
0.173611,0,0.002653,0,no
0.388889,0,0.002653,0.048649,no
0.694444,0.090909,0.002653,0.308108,no
0.083333,0.006061,0.002653,0.016216,no
0.256944,0,0.005305,0.010811,no
0.215278,0,0.005305,0.010811,no
0.347222,0,0.005305,0.005405,no
0.131944,0,0.005305,0,no
0.256944,0,0.002653,0.010811,no
0.173611,0,0.002653,0,no
0.305556,0,0.005305,0.010811,no
0.909722,0.909091,0.034483,0.686486,yes
0.215278,0,0,0.021622,no
0.694444,0.727273,0.437666,0.254054,yes
0.215278,0.10303,0.005305,0.010811,no
0.305556,0,0.002653,0.010811,no
0.604167,0.969697,0.045093,0.059459,yes
0.826389,1,0.005305,0.610811,yes
0.5625,0.042424,0.05305,0.189189,yes
0.868056,0.70303,0.04244,0.416216,yes
0.479167,0,0.002653,0.178378,no
0.909722,0.89697,0.01061,0.654054,yes
0.215278,0,0.002653,0.010811,no
0.173611,0.745455,0.005305,0.081081,yes
0.305556,0,0.002653,0.021622,no
0.305556,0,0.002653,0.032432,no
0.430556,0,0.002653,0.12973,no
0.305556,0.084848,0.007958,0.010811,no
0.520833,0,0.002653,0.308108,no
0.347222,0,0.005305,0.010811,no
0.256944,0,0.002653,0.027027,no
0.173611,0,0.002653,0.010811,no
0.305556,0,0.002653,0.010811,no
0.305556,0,0.005305,0.005405,no
0.173611,0,0.005305,0,no
0.604167,0,0.002653,0.454054,no
0.083333,0.018182,0.002653,0.016216,no
0.868056,0.957576,0.167109,0.654054,yes
0.347222,0,0.005305,0.005405,no
0.305556,0,0.005305,0.010811,no
0.041667,0.018182,0.005305,0.005405,no
0.388889,0,0.002653,0.07027,no
0.430556,0,0.005305,0.2,no
0.256944,0,0.002653,0.021622,no
0.909722,0.909091,0.050398,0.762162,yes
0.173611,0,0.002653,0,no
0.173611,0,0.005305,0.010811,no
0.173611,0,0.005305,0.016216,no
0.305556,0,0.002653,0.010811,no
0.868056,0.993939,0.387268,0.67027,yes
0.347222,0.006061,0.005305,0.005405,no
0.131944,0,0.002653,0.005405,no
0.694444,0.981818,0.69496,0.183784,yes
0.173611,0,0.005305,0.016216,no
0.5625,0.060606,0,0.118919,no
0.652778,0.727273,0.007958,0.07027,yes
0.604167,0,0.002653,0.475676,no
0.777778,0,0.002653,0.67027,no
0.347222,0,0.002653,0.037838,no
0.347222,0,0.002653,0.005405,no
0.694444,0,0.002653,0.556757,no
0.173611,0,0,0.021622,no
0.347222,0.006061,0.005305,0.005405,no
0.347222,0.024242,0.007958,0.005405,no
0.347222,0,0.005305,0.010811,no
0.694444,0,0.002653,0.535135,no
0.131944,0.060606,0.005305,0.010811,no
0.951389,0.90303,0.137931,0.67027,yes
0.256944,0,0.002653,0.016216,no
0.520833,0.751515,0.039788,0.037838,yes
0.347222,0,0.005305,0.010811,no
0.777778,0.715152,0.384615,0.167568,yes
0.083333,0.012121,0.002653,0.016216,no
0.520833,0.048485,0.007958,0.145946,yes
0.131944,0.030303,0.005305,0,no
0.388889,0,0.002653,0.037838,no
0.826389,0.715152,0.164456,0.281081,yes
0.736111,0.721212,0.007958,0.27027,yes
0.305556,0.951515,0.286472,0.113514,yes
0.347222,0.048485,0.005305,0.010811,no
0.347222,0,0.002653,0.005405,no
0.173611,0.072727,0.01061,0.016216,no
0.131944,0.030303,0.005305,0.016216,no
0.347222,0.030303,0.005305,0.005405,no
0.305556,0,0.002653,0.021622,no
0.826389,0.109091,0.002653,0.67027,no
0.173611,0,0.002653,0,no
0.083333,0.745455,0.424403,0.048649,yes
0.347222,0,0.002653,0.032432,no
0.305556,0,0.005305,0.010811,no
0.305556,0,0.005305,0.027027,no
0.083333,0,0.005305,0.010811,no
0.909722,0.90303,0.297082,0.556757,yes
0.173611,0,0.005305,0,no
0.347222,0,0,0.032432,no
0.215278,0,0,0.016216,no
0.777778,0.969697,0.177719,0.32973,yes
0.652778,0.733333,0.005305,0.081081,yes
0.951389,0,0.002653,0.935135,no
0.256944,0,0,0.021622,no
0.173611,0.078788,0.005305,0.010811,no
0.173611,0,0.002653,0,no
0.430556,0,0,0.054054,no
0.173611,0,0.002653,0.016216,no
0.347222,0.048485,0.005305,0.010811,no
0.951389,0.909091,0.013263,0.756757,yes
0.868056,0.709091,0.153846,0.4,yes
0.736111,0.090909,0.005305,0.308108,no
0.736111,0.10303,0,0.508108,no
0.131944,0.060606,0.005305,0.010811,no
0.256944,0.10303,0.002653,0.010811,no
0.083333,0.036364,0.005305,0,no
0.479167,0.060606,0.01061,0.037838,yes
0.347222,0,0.005305,0.005405,no
0.520833,0.751515,0.196286,0.037838,yes
0.256944,0,0.002653,0.016216,no
0.256944,0,0.002653,0.016216,no
0.5625,0,0.005305,0.410811,no
0.215278,0,0.002653,0.016216,no
0.652778,0,0.002653,0.52973,no
0.173611,0.072727,0.005305,0.016216,no
0.131944,0,0.005305,0,no
0.083333,0.030303,0.002653,0.005405,no
0.868056,0,0.005305,0.72973,no
0.083333,0.036364,0.005305,0.005405,no
0.173611,0,0.005305,0,no
0.388889,0,0.002653,0.048649,no
0.347222,0,0.005305,0.005405,no
0.173611,0.090909,0.007958,0.010811,no
0.305556,0,0.005305,0.010811,no
0.347222,0,0.005305,0.010811,no
0.347222,0,0.005305,0.010811,no
0.652778,0.018182,0.143236,0.427027,yes
0.256944,0,0.002653,0.016216,no
0.131944,0.745455,0.039788,0.064865,yes
0.347222,0,0.002653,0.005405,no
0.215278,0,0.005305,0.016216,no
0.479167,0,0.002653,0.162162,no
0.083333,0.006061,0.002653,0.016216,no
0.868056,0.690909,0.01061,0.486486,yes
0.736111,0,0.002653,0.691892,no
0.215278,0,0,0.016216,no
0.652778,0.084848,0,0.372973,no
0.347222,0,0.002653,0.037838,no
0.652778,0.018182,0.068966,0.443243,yes
0.131944,0,0.002653,0.010811,no
0.173611,0,0.002653,0,no
0.305556,0.10303,0.005305,0.010811,no
0.083333,0.042424,0.005305,0.016216,no
0.604167,0,0.002653,0.454054,no
0.173611,0,0,0.016216,no
0.305556,0.115152,0.002653,0.010811,no
0.305556,0,0.005305,0.010811,no
0.909722,0.89697,0.087533,0.772973,yes
0.909722,0.909091,0.01061,0.545946,yes
0.777778,0.721212,0.267905,0.156757,yes
0.173611,0,0.005305,0.016216,no
0.215278,0.751515,0.058355,0.081081,yes
0.388889,0,0.002653,0.048649,no
0.305556,0.121212,0.007958,0.010811,no
0.388889,0,0.002653,0.043243,no
0.131944,0,0.002653,0,no
0.347222,0,0.002653,0.005405,no
0.083333,0.042424,0.005305,0.010811,no
0.131944,0.030303,0,0.016216,no
0.131944,0.060606,0.002653,0.010811,no
0.083333,0.006061,0.005305,0.010811,no
0.215278,0,0.002653,0,no
0.131944,0,0.005305,0,no
0.215278,0.745455,0.01061,0.097297,yes
0.173611,0,0.002653,0.010811,no
0.777778,0.969697,0.145889,0.264865,yes
0.041667,0.012121,0.005305,0.010811,no
0.041667,0.018182,0.005305,0.010811,no
0.083333,0.006061,0.005305,0.005405,no
0.868056,0.690909,0.196286,0.724324,yes
0.305556,0,0.005305,0.010811,no
0.652778,0.969697,0.185676,0.162162,yes
0.131944,0,0.005305,0.016216,no
0.131944,0,0.005305,0,no
0.083333,0.030303,0.005305,0.005405,no
0.5625,0,0.002653,0.345946,no
0.083333,0.006061,0.005305,0,no
0.347222,0.006061,0.002653,0.005405,no
0.256944,0,0.005305,0.010811,no
0.826389,0.69697,0.039788,0.302703,yes
0.305556,0.09697,0.005305,0.010811,no
0.131944,0,0,0.010811,no
0.173611,0,0.002653,0.016216,no
0.652778,0.969697,0.108753,0.162162,yes
0.256944,0,0,0.021622,no
0.909722,0.690909,0.002653,0.762162,yes
0.256944,0,0.002653,0.021622,no
0.347222,0,0.005305,0.005405,no
0.305556,0,0.005305,0.010811,no
0.131944,0,0.005305,0,no
0.083333,0.036364,0.002653,0.005405,no
0.256944,0,0,0.021622,no
0.909722,0.909091,0.145889,0.502703,yes
0.652778,0.733333,0.01061,0.075676,yes
0.083333,0.030303,0.002653,0.016216,no
0.347222,0,0.002653,0.032432,no
0.131944,0,0.005305,0,no
0.951389,0.89697,0.103448,0.702703,yes
0.736111,0.993939,0.03183,0.562162,yes
0.347222,0,0.005305,0.005405,no
0.388889,0,0.005305,0.048649,no
0.173611,0,0.005305,0,no
0.256944,0,0.002653,0.027027,no
0.951389,0.909091,0.570292,0.935135,yes
0.173611,0,0.002653,0.010811,no
0.173611,0,0.002653,0,no
0.256944,0,0.002653,0.010811,no
0.173611,0,0.002653,0,no
0.215278,0,0.002653,0.016216,no
0.131944,0.030303,0.002653,0.016216,no
0.256944,0,0.002653,0.010811,no
0.347222,0,0.005305,0.010811,no
0.083333,0.006061,0.005305,0,no
0.347222,0,0.002653,0.027027,no
0.347222,0.048485,0.007958,0.010811,no
0.305556,0,0.002653,0.010811,no
0.131944,0.036364,0.005305,0.005405,no
0.173611,0,0.002653,0,no
0.868056,0.909091,0.270557,0.47027,yes
0.604167,0,0,0.410811,no
0.256944,0,0.005305,0.027027,no
0.305556,0,0.002653,0.021622,no
0.777778,0.70303,0.018568,0.210811,yes
0.736111,0.10303,0.005305,0.524324,no
0.305556,0,0.005305,0.010811,no
0.083333,0,0.005305,0.010811,no
0.215278,0,0.013263,0,no
0.131944,0,0.005305,0,no
0.694444,0.727273,0.002653,0.248649,yes
0.479167,0,0.002653,0.259459,no
0.347222,0,0.002653,0.005405,no
0.868056,0.915152,0.129973,0.459459,yes
0.951389,0.860606,0.259947,0.978378,yes
0.173611,0,0.005305,0.016216,no
0.131944,0.060606,0.005305,0.016216,no
0.520833,0,0.002653,0.345946,no
0.173611,0,0.002653,0.010811,no
0.215278,0,0.002653,0.021622,no
0.347222,0,0.005305,0.010811,no
0.305556,0,0.005305,0.010811,no
0.256944,0.121212,0.002653,0.010811,no
0.479167,0,0,0.210811,no
0.305556,0,0.005305,0.010811,no
0.736111,0,0.002653,0.735135,no
0.256944,0,0.002653,0.027027,no
0.041667,0.036364,0.005305,0.016216,no
0.777778,0.969697,0.172414,0.264865,yes
0.083333,0.006061,0.005305,0.010811,no
0.520833,0,0.002653,0.259459,no
0.430556,0,0,0.12973,no
0.215278,0,0.005305,0.021622,no
0.430556,0.939394,0.100796,0.243243,yes
0.5625,0,0,0.32973,no
0.652778,0,0.002653,0.578378,no
0.388889,0,0.002653,0.037838,no
0.388889,0.939394,0.061008,0.210811,yes
0.173611,0,0.005305,0.010811,no
0.083333,0.036364,0.005305,0.005405,no
0.083333,0.018182,0.002653,0.005405,no
0.256944,0,0.002653,0.010811,no
0.131944,0.060606,0.007958,0.010811,no
0.215278,0,0.002653,0.010811,no
0.347222,0,0.002653,0.043243,no
0.305556,0,0.005305,0.010811,no
0.256944,0,0.002653,0,no
0.604167,0.963636,0.262599,0.048649,yes
0.909722,0.690909,0.175066,0.735135,yes
0.430556,0,0.002653,0.081081,no
0.777778,0.715152,0.03183,0.140541,yes
0.173611,0,0.002653,0,no
0.256944,0,0.005305,0.010811,no
0.388889,0,0.002653,0.037838,no
0.430556,0,0.002653,0.12973,no
0.173611,0,0.002653,0.016216,no
0.909722,0.90303,0.122016,0.643243,yes
0.256944,0,0.002653,0.010811,no
0.305556,0,0.005305,0.010811,no
0.131944,0,0.005305,0.016216,no
0.083333,0,0.005305,0,no
0.347222,0,0.002653,0.043243,no
0.479167,0,0.002653,0.286486,no
0.131944,0,0.002653,0,no
0.347222,0.006061,0.005305,0.005405,no
0.347222,0,0.06366,0.005405,no
0.131944,0,0.005305,0,no
0.173611,0,0.002653,0.010811,no
0.173611,0,0.002653,0,no
0.305556,0,0.005305,0.032432,no
0.305556,0,0,0.021622,no
0.305556,0,0.002653,0.010811,no
0.215278,0,0.002653,0,no
0.951389,0.909091,0.241379,0.924324,yes
0.347222,0,0.005305,0.005405,no
0.083333,0.048485,0.005305,0.016216,no
0.041667,0,0.005305,0.010811,no
0.131944,0,0.005305,0,no
0.388889,0,0.002653,0.048649,no
0.305556,0,0.005305,0.010811,no
0.951389,0.909091,0.668435,0.924324,yes
0.256944,0,0.002653,0.010811,no
0.652778,0.727273,0.002653,0.254054,yes
0.347222,0,0.002653,0.043243,no
0.868056,0.993939,0.03183,0.67027,yes
0.131944,0.036364,0.002653,0.016216,no
0.909722,0.90303,0.405836,0.772973,yes
0.694444,0.727273,0.005305,0.254054,yes
0.347222,0,0.005305,0.010811,no
0.520833,0.048485,0.037135,0.091892,yes
0.909722,0.709091,0.31565,0.751351,yes
0.479167,0,0.002653,0.275676,no
0.430556,0.945455,0.169761,0.281081,yes
0.347222,0,0.002653,0.032432,no
0.083333,0.048485,0.005305,0.016216,no
0.305556,0.121212,0.005305,0.010811,no
0.5625,0,0.002653,0.427027,no
0.083333,0.042424,0.002653,0.010811,no
0.909722,0.690909,0.076923,0.72973,yes
0.479167,0,0.002653,0.140541,no
0.173611,0,0.002653,0.016216,no
0.777778,0,0.002653,0.751351,no
0.083333,0.030303,0.002653,0.005405,no
0.083333,0.054545,0.005305,0.016216,no
0.256944,0.739394,0.140584,0.016216,yes
0.131944,0,0.005305,0,no
0.777778,0.709091,0.02122,0.178378,yes
0.131944,0,0.005305,0,no
0.083333,0.042424,0.005305,0.016216,no
0.131944,0,0.002653,0.016216,no
0.215278,0,0.005305,0.010811,no
0.173611,0.745455,0.106101,0.081081,yes
0.131944,0.036364,0.005305,0,no
0.652778,0.084848,0.002653,0.367568,no
0.777778,1,0.159151,0.535135,yes
0.347222,0,0.002653,0.021622,no
0.131944,0,0.005305,0,no
0.694444,0.721212,0.233422,0.248649,yes
0.347222,0,0.005305,0.005405,no
0.131944,0,0,0.010811,no
0.347222,0,0.002653,0.027027,no
0.305556,0,0,0.021622,no
0.347222,0,0.005305,0.027027,no
0.388889,0,0.002653,0.048649,no
0.347222,0.024242,0.002653,0.005405,no
0.305556,0.733333,0.246684,0.016216,yes
0.305556,0,0.002653,0.021622,no
0.694444,0.084848,0.002653,0.313514,no
0.173611,0,0,0.016216,no
0.520833,0.909091,0.180371,0.043243,yes
0.736111,0.721212,0.01061,0.237838,yes
0.083333,0.024242,0.005305,0.005405,no
0.951389,0.90303,0.015915,0.740541,yes
0.215278,0,0.002653,0,no
0.347222,0.048485,0.02122,0.010811,no
0.909722,0.89697,0.230769,0.762162,yes
0.736111,0.721212,0.039788,0.118919,yes
0.083333,0.024242,0.005305,0,no
0.777778,0.993939,0.246684,0.594595,yes
0.305556,0.109091,0.005305,0.010811,no
0.305556,0,0.002653,0.027027,no
0.256944,0,0.002653,0.010811,no
0.131944,0,0.005305,0.005405,no
0.131944,0,0.002653,0.010811,no
0.652778,0,0,0.454054,no
0.604167,0,0,0.410811,no
0.305556,0,0.005305,0.010811,no
0.388889,0,0.002653,0.043243,no
0.868056,0.715152,0.217507,0.372973,yes
0.388889,0.060606,0.005305,0.027027,yes
0.347222,0.018182,0.005305,0.005405,no
0.479167,0.745455,0.148541,0.032432,yes
0.173611,0,0.002653,0.016216,no
0.479167,0,0.005305,0.151351,no
0.305556,0,0.005305,0.010811,no
0.388889,0,0.002653,0.037838,no
0.694444,0.860606,0.103448,0.524324,yes
0.694444,0.884848,0.082228,0.52973,yes
0.347222,0,0.005305,0.010811,no
0.215278,0.090909,0.005305,0.010811,no
0.173611,0,0.005305,0,no
0.131944,0,0.005305,0,no
0.479167,0,0.002653,0.302703,no
0.215278,0,0.002653,0.016216,no
0.173611,0,0.002653,0,no
0.173611,0,0.005305,0.016216,no
0.173611,0,0,0.016216,no
0.131944,0,0.002653,0,no
0.215278,0,0,0.021622,no
0.305556,0,0.005305,0.010811,no
0.388889,0.939394,0.071618,0.216216,yes
0.131944,0,0.005305,0,no
0.256944,0,0.005305,0.021622,no
0.256944,0,0.005305,0.010811,no
0.305556,0,0.005305,0.010811,no
0.256944,0,0.002653,0.005405,no
0.909722,0,0.002653,0.902703,no
0.173611,0,0.002653,0,no
0.520833,0,0.002653,0.345946,no
0.479167,0,0.002653,0.254054,no
0.305556,0,0.005305,0.010811,no
0.083333,0.012121,0.005305,0,no
0.083333,0.030303,0.005305,0.016216,no
0.347222,0,0,0.032432,no
0.173611,0,0.002653,0.010811,no
0.868056,0.909091,0.090186,0.464865,yes
0.5625,0,0.002653,0.410811,no
0.694444,0,0.002653,0.52973,no
0.604167,0,0.002653,0.464865,no
0.909722,0.909091,0.151194,0.8,yes
0.520833,0,0,0.27027,no
0.083333,0,0.005305,0,no
0.430556,0,0.002653,0.081081,no
0.131944,0,0.005305,0,no
0.083333,0.042424,0.002653,0.010811,no
0.604167,0.721212,0.119363,0.075676,yes
0.305556,0,0.002653,0.027027,no
0.173611,0,0.002653,0.010811,no
0.388889,0.939394,0.071618,0.189189,yes
0.347222,0.006061,0.005305,0.005405,no
0.479167,0,0.005305,0.178378,no
0.083333,0.030303,0.005305,0.005405,no
0.083333,0.036364,0.005305,0.016216,no
0.256944,0,0.005305,0.010811,no
0.083333,0.030303,0.005305,0.016216,no
0.215278,0,0.002653,0.010811,no
0.909722,0.90303,0.196286,0.648649,yes
0.736111,0.721212,0.108753,0.243243,yes
0.256944,0,0.002653,0.021622,no
0.173611,0,0.002653,0,no
0.256944,0.10303,0.005305,0.010811,no
0.305556,0,0.002653,0.005405,no
0.215278,0,0.002653,0.016216,no
0.131944,0.060606,0.007958,0.016216,no
0.909722,0.690909,0.05305,0.735135,yes
0.520833,0,0.002653,0.27027,no
0.173611,0,0.005305,0.016216,no
0.388889,0,0.002653,0.048649,no
0.826389,0.993939,0.013263,0.610811,yes
0.347222,0,0.005305,0.005405,no
0.131944,0.030303,0.005305,0,no
0.305556,0.10303,0.005305,0.010811,no
0.305556,0.121212,0.005305,0.010811,no
0.347222,0.042424,0.005305,0.010811,no
0.826389,1,0.111406,0.637838,yes
0.347222,0,0.002653,0.005405,no
0.868056,0.690909,0.095491,0.735135,yes
0.131944,0,0.005305,0,no
0.083333,0.030303,0.005305,0.016216,no
0.305556,0,0,0.027027,no
0.347222,0,0.005305,0.005405,no
0.083333,0.030303,0.002653,0.016216,no
0.131944,0,0,0.016216,no
0.215278,0,0.002653,0.016216,no
0.909722,0.684848,0.442971,0.745946,yes
0.173611,0,0.002653,0,no
0.083333,0.030303,0.005305,0.016216,no
0.604167,0.066667,0.005305,0.156757,no
0.256944,0,0.002653,0.016216,no
0.305556,0,0.002653,0.027027,no
0.652778,0,0,0.459459,no
0.083333,0.024242,0.005305,0.005405,no
0.083333,0.006061,0.005305,0.010811,no
0.173611,0,0.002653,0,no
0.430556,0,0.002653,0.048649,no
0.347222,0,0.005305,0.010811,no
0.131944,0,0.005305,0,no
0.173611,0,0.002653,0.016216,no
0.305556,0.909091,0.106101,0.113514,yes
0.083333,0.012121,0.005305,0,no
0.215278,0,0.002653,0,no
0.173611,0.084848,0.005305,0.016216,no
0.868056,0.909091,0.007958,0.508108,yes
0.215278,0.09697,0.005305,0.010811,no
0.256944,0,0.005305,0.016216,no
0.305556,0.109091,0.002653,0.010811,no
0.430556,0,0.002653,0.108108,no
0.131944,0,0.005305,0,no
0.347222,0.042424,0.005305,0.005405,no
0.430556,0,0,0.102703,no
0.5625,0.054545,0.002653,0.097297,no
0.215278,0,0.002653,0,no
0.347222,0,0.005305,0.010811,no
0.604167,0.072727,0.002653,0.162162,no
0.131944,0.060606,0.005305,0.010811,no
0.826389,0,0.002653,0.827027,no
0.173611,0,0.005305,0,no
0.347222,0,0,0.027027,no
0.347222,0.939394,0.766578,0.178378,yes
0.305556,0,0.002653,0.032432,no
0.826389,0.70303,0.047745,0.297297,yes
0.131944,0,0.005305,0,no
0.131944,0,0.002653,0.016216,no
0.173611,0,0.005305,0.016216,no
0.430556,0,0,0.135135,no
0.256944,0.10303,0.002653,0.010811,no
0.173611,0.078788,0.005305,0.010811,no
0.173611,0.084848,0.015915,0.010811,no
0.256944,0,0,0.016216,no
0.479167,0,0.002653,0.216216,no
0.215278,0.109091,0.005305,0.010811,no
0.520833,0,0.002653,0.281081,no
0.083333,0,0.005305,0.010811,no
0.083333,0,0.005305,0,no
0.083333,0.036364,0.002653,0.016216,no
0.951389,0.860606,0.007958,0.989189,yes
0.347222,0,0.007958,0.005405,no
0.347222,0,0.002653,0.010811,no
0.5625,0.969697,0.371353,0.048649,yes
0.131944,0.036364,0.005305,0,no
0.131944,0,0.005305,0.016216,no
0.083333,0,0.005305,0,no
0.909722,0.909091,0.201592,0.794595,yes
0.215278,0,0.002653,0,no
0.131944,0.036364,0.002653,0.016216,no
0.347222,0,0.005305,0.005405,no
0.347222,0,0.005305,0.005405,no
0.215278,0,0.005305,0.010811,no
0.5625,0.036364,0.079576,0.183784,yes
0.479167,0,0.005305,0.302703,no
0.777778,0.715152,0.111406,0.156757,yes
0.215278,0,0.002653,0,no
0.256944,0,0.002653,0.010811,no
0.256944,0,0.002653,0.016216,no
0.131944,0.042424,0,0.016216,no
0.215278,0,0.002653,0,no
0.256944,0,0.005305,0.010811,no
0.305556,0,0.002653,0.032432,no
0.131944,0.060606,0.005305,0.010811,no
0.604167,0.060606,0.02122,0.151351,no
0.347222,0.036364,0.002653,0.010811,no
0.826389,0.721212,0.185676,0.259459,yes
0.347222,0,0.002653,0.027027,no
0.173611,0,0.002653,0,no
0.173611,0,0.002653,0.016216,no
0.347222,0,0,0.043243,no
0.256944,0.10303,0.005305,0.010811,no
0.347222,0.012121,0.002653,0.005405,no
0.430556,0,0.002653,0.124324,no
0.347222,0.024242,0.002653,0.010811,no
0.388889,0,0.002653,0.037838,no
0.083333,0,0,0.016216,no
0.256944,0,0.002653,0.027027,no
0.173611,0,0,0,no
0.041667,0.054545,0.005305,0.010811,no
0.347222,0,0.005305,0.010811,no
0.305556,0,0.002653,0.010811,no
0.083333,0.036364,0.005305,0.005405,no
0.736111,0.993939,0.002653,0.572973,yes
0.173611,0,0.005305,0.010811,no
0.777778,0,0.002653,0.675676,no
0.347222,0,0.005305,0.005405,no
0.083333,0.030303,0.005305,0.005405,no
0.131944,0,0.002653,0.016216,no
0.868056,0.70303,0.095491,0.389189,yes
0.479167,0,0.002653,0.264865,no
0.347222,0,0.002653,0.032432,no
0.777778,0.721212,0.005305,0.140541,yes
0.256944,0,0.002653,0.010811,no
0.5625,0,0.002653,0.4,no
0.256944,0,0.002653,0.021622,no
0.173611,0,0.002653,0.016216,no
0.173611,0.084848,0.005305,0.016216,no
0.173611,0,0.002653,0.021622,no
0.604167,0,0,0.454054,no
0.215278,0,0,0.021622,no
0.347222,0.951515,0.151194,0.124324,yes
0.131944,0,0.002653,0.016216,no
0.951389,0.909091,0.087533,0.951351,yes
0.131944,0,0.005305,0.016216,no
0.694444,0.890909,0.01061,0.508108,yes
0.520833,0,0.002653,0.248649,no
0.173611,0,0.002653,0.010811,no
0.347222,0,0.002653,0.043243,no
0.083333,0.006061,0.005305,0.010811,no
0.083333,0,0.005305,0.010811,no
0.131944,0.060606,0.005305,0.016216,no
0.604167,0.969697,0.238727,0.367568,yes
0.131944,0.042424,0.002653,0.016216,no
0.305556,0,0.002653,0.010811,no
0.173611,0,0,0.016216,no
0.173611,0,0.005305,0,no
0.736111,0,0.002653,0.72973,no
0.604167,0.030303,0.034483,0.297297,yes
